location,name,country,province,kg_n_per_year,capacity,country_code,name_en,kg_p_per_year
"48.92947, 21.90511",Chemlon Stadion,Slovakia,Východné Slovensko,68.0,1806.0,SK,Chemlon Stadion,3.47655
"-12.396389, 130.880833",Darwin Football Stadium,,,227.0,6000.0,,Darwin Football Stadium,13.86
"35.850556, 50.958333",Enghelab Stadium,,,567.0,15000.0,,Enghelab Stadium,43.89
"39.886, 4.261",Estadi Maonès,,,49.0,1300.0,,Estadi Maonès,2.5025
"18.434237, -68.988858",Estadio Francisco Micheli,,,296.0,7838.0,,Estadio Francisco Micheli,18.1058
"14.83454, 120.97882",Fortunato F. Halili National Agricultural School,,,,,,Fortunato F. Halili National Agricultural School,0
"34.681224, 33.053629",GSO Stadium,Cyprus,Kýpros,,,CY,GSO Stadium,0
"34.74376, 32.4407",Geroskipou Municipal Stadium,,,76.0,2000.0,,Geroskipou Municipal Stadium,3.85
"32.533180555, 35.155788888",HaShalom Stadium,,,219.0,5800.0,,HaShalom Stadium,13.398
"28.041053, -81.963619",RP Funding Center,,,309.0,8178.0,,RP Funding Center,18.8912
"27.334131, 88.611981",Paljor Stadium,,,1134.0,30000.0,,Paljor Stadium,87.78
"1.590535007, 110.358130458",Sarawak State Stadium,,,,,,Sarawak State Stadium,0
"-0.493091, 117.149352",Segiri Samarinda Stadium,,,945.0,25000.0,,Segiri Samarinda Stadium,73.15
"41.791345629, 20.901447483",Gradski stadion Gostivar,MK,Severna Makedonija,38.0,1000.0,MK,Gradski stadion Gostivar,1.925
"24.822691, 93.95245",Khuman Lampak Main Stadium,,,1134.0,30000.0,,Khuman Lampak Main Stadium,87.78
"36.172777777, -86.784722222",First Horizon Park,,,378.0,10000.0,,First Horizon Park,23.1
"14.9272, 102.05",80th Birthday Stadium,,,761.0,20141.0,,80th Birthday Stadium,58.9326
"25.4464, -108.074",Estadio Alfredo Díaz Angulo,,,189.0,5000.0,,Estadio Alfredo Díaz Angulo,11.55
"-14.781595, -71.41425",Q16564684,,,454.0,12000.0,,Q16564684,27.72
"-3.661651008, 33.41553288",Kambarage Stadium,,,,,,Kambarage Stadium,0
"-17.730833, 168.315833",Port Vila Municipal Stadium,,,378.0,10000.0,,Port Vila Municipal Stadium,23.1
"-6.495, 106.8335",Pakansari Stadium,,,1134.0,30000.0,,Pakansari Stadium,87.78
"19.32555556, -98.23027778",Estadio Tlahuicole,,,358.0,9462.0,,Estadio Tlahuicole,21.8572
"59.139053, 9.660244",Urædd Stadion,Norway,Agder og Sør-Østlandet,,,NO,Urædd Stadion,0
"-6.238358, 106.991897",Patriot Chandrabhaga Stadium,,,,,,Patriot Chandrabhaga Stadium,0
"34.983509, 33.77891",Ormideia Community Stadium,Cyprus,Kýpros,,,CY,Ormideia Community Stadium,0
"21.526388888, -104.900555555",Estadio Olímpico Santa Teresita,,,,,,Estadio Olímpico Santa Teresita,0
"34.775323, 32.424619",GSK Stadium,,,,,,GSK Stadium,0
"34.917327, 33.404229",Kornos Community Stadium,Cyprus,Kýpros,,,CY,Kornos Community Stadium,0
"5.62111111, -54.40194444",Moengo Stadion,,,,,,Moengo Stadion,0
"14.000623, 100.67921",Lanexang Stadium,,,,,,Lanexang Stadium,30.03
"5.77472222, -55.1725",Eddy Blackman Stadion,,,,,,Eddy Blackman Stadion,0
"5.83028333, -55.15273056",N.G.V.B. StadionMgr. Aloysius Zichem Sportcentrum,,,,,,N.G.V.B. StadionMgr. Aloysius Zichem Sportcentrum,0
"5.72377778, -55.20027778",Nacionello Stadion,,,,,,Nacionello Stadion,0
"20.815638888, -102.767888888","Estadio Gregorio ""Tepa"" Gómez",,,,,,"Estadio Gregorio ""Tepa"" Gómez",0
"43.76013333, 24.87744167",Stadionul Municipal,Romania,Sud-Muntenia,,,RO,Stadionul Municipal,0
"43.359674, -79.767201",Nelson Stadium,,,,,,Nelson Stadium,0
"35.156765, 33.405567",Aglandjia Municipal Stadium,Cyprus,Kýpros,,,CY,Aglandjia Municipal Stadium,0
"5.1513, -54.34031",Stade de Moutendé,,,,,,Stade de Moutendé,0
"35.020556, 33.828056",Avgorou Community Stadium,Cyprus,Kýpros,,,CY,Avgorou Community Stadium,0
"35.169361111, 33.335861111",Ayios Dhometios Municipal Stadium,Cyprus,Kýpros,,,CY,Ayios Dhometios Municipal Stadium,0
"34.852781, 33.017963",Kalo Chorio (Limassol) Community Stadium,Cyprus,Kýpros,,,CY,Kalo Chorio (Limassol) Community Stadium,0
"29.081388888, -110.964444444",Estadio Miguel Castro Servín,,,,,,Estadio Miguel Castro Servín,0
"12.224604, -61.645984",Fond Playing Field,,,,,,Fond Playing Field,0
"47.8553, 106.7893",G-Mobile Arena,,,,,,G-Mobile Arena,0
"43.260916666, -2.919916666",Q105075682,Spain,País Vasco,151.0,4000.0,ES,Q105075682,7.7
"43.21115, -5.731415",José Manuel Fernández Felgueroso Stadium,Spain,Principado de Asturias,,,ES,José Manuel Fernández Felgueroso Stadium,0
"50.87467, 8.06946",Herkules Arena,Germany,Arnsberg,151.0,4000.0,DE,Herkules Arena,7.7
"50.648538707, 29.93965197",SFK Boreks,,,,,,SFK Boreks,0
"51.649928, -0.401606",Vicarage Road,,,832.0,22000.0,,Vicarage Road,64.372
"14.916111, -23.512222",Estádio da Várzea,,,302.0,8000.0,,Estádio da Várzea,18.48
"18.21686667, -63.05099167",Ronald Webster Park,,,151.0,4000.0,,Ronald Webster Park,7.7
"53.238333, 50.271667",Metallurg Stadium,,,1335.0,35330.0,,Metallurg Stadium,103.376
"20.577777777, -100.366388888",Corregidora Stadium,,,1345.0,35575.0,,Corregidora Stadium,104.092
"31.775833, 35.2",Hebrew University Stadium,,,378.0,10000.0,,Hebrew University Stadium,23.1
"52.060719, -2.717711",Edgar Street,,,226.0,5966.0,,Edgar Street,13.7815
"15.301944, -61.384167",Windsor Park,,,454.0,12000.0,,Windsor Park,27.72
"21.773, -72.212",TCIFA National Academy,,,113.0,3000.0,,TCIFA National Academy,5.775
"51.765, 19.511667",Stadion Widzewa,Poland,Łódzkie,681.0,18018.0,PL,Stadion Widzewa,52.7207
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"36.149356, -5.350342",Victoria Stadium,,,189.0,5000.0,,Victoria Stadium,11.55
"54.897222, 23.936944",Darius and Girėnas Stadium,Lithuania,Vidurio ir vakarų Lietuvos regionas,579.0,15315.0,LT,Darius and Girėnas Stadium,44.8117
"22.154523, 113.553266",Estádio Campo Desportivo,,,605.0,16000.0,,Estádio Campo Desportivo,46.816
"18.06156, -63.09191",Stade Alberic Richards,France,Guadeloupe,98.0,2600.0,FR,Stade Alberic Richards,5.005
"-33.770556, 150.855278",Blacktown Baseball Stadium,,,113.0,3000.0,,Blacktown Baseball Stadium,5.775
"41.32583333, 19.44944444",Niko Dovana Stadium,,,455.0,12040.0,,Niko Dovana Stadium,27.8124
"41.326081, 19.449856",Niko Dovana Stadium,,,455.0,12040.0,,Niko Dovana Stadium,27.8124
"35.2061, 32.9947",Zafer Stadium,Cyprus,Kýpros,265.0,7000.0,CY,Zafer Stadium,16.17
"25.730064, -80.323036",Tropical Park Stadium,,,378.0,10000.0,,Tropical Park Stadium,23.1
"-19.5225, -42.626389",Louis Ensch Stadium,,,72.0,1900.0,,Louis Ensch Stadium,3.6575
"-21.76230833, -41.31650278",Arizão,,,,,,Arizão,0
"37.5826, -122.347",Burlingame High School,,,,,,Burlingame High School,0
"5.983333333, -0.083333333",Dawu Sports Stadium,,,,,,Dawu Sports Stadium,0
"-37.625, 145.024722",Epping Stadium,,,378.0,10000.0,,Epping Stadium,23.1
"39.869, -4.018088888",Estadio Salto del Caballo,Spain,Castilla-La Mancha,200.0,5300.0,ES,Estadio Salto del Caballo,12.243
"-9.52658333, -77.53361111",Estadio Rosas Pampa,,,680.0,18000.0,,Estadio Rosas Pampa,52.668
"-2.443853, -54.714661",Estádio Jader Barbalho,,,738.0,19524.0,,Estádio Jader Barbalho,57.1272
"-5.555, 12.18555556",Estádio do Tafe,,,,,,Estádio do Tafe,0
"35.116388, 33.953954",GSE Stadium,,,,,,GSE Stadium,0
"32.078819, 34.8107",HaMakhtesh Stadium,,,208.0,5500.0,,HaMakhtesh Stadium,12.705
"-28.4466, -65.7538",Estadio Bicentenario Ciudad de Catamarca,,,699.0,18500.0,,Estadio Bicentenario Ciudad de Catamarca,54.131
"-37.665278, 144.916111",John Ilhan Memorial Reserve,,,189.0,5000.0,,John Ilhan Memorial Reserve,11.55
"-37.665278, 144.916111",John Ilhan Memorial Reserve,,,189.0,5000.0,,John Ilhan Memorial Reserve,11.55
"14.000623, 100.67921",BG Stadium,,,491.0,13000.0,,BG Stadium,30.03
"13.411302, 100.993618",Institute of Physical Education Chonburi Campus Stadium,,,454.0,12000.0,,Institute of Physical Education Chonburi Campus Stadium,27.72
"1.461966666, 103.898102777",Pasir Gudang Stadium,,,567.0,15000.0,,Pasir Gudang Stadium,43.89
"23.714281, 92.735391",Rajiv Gandhi Stadium Mualpui,,,756.0,20000.0,,Rajiv Gandhi Stadium Mualpui,58.52
"25.0542, -77.3603",Roscow A. L. Davies Soccer Field,,,26.0,700.0,,Roscow A. L. Davies Soccer Field,1.3475
"45.7614, 22.9131",Stadionul Michael Klein,Romania,Vest,,,RO,Stadionul Michael Klein,0
"58.983056, -2.971667",The Pickaquoy Centre,,,60.0,1600.0,,The Pickaquoy Centre,3.08
"-22.251389, -45.921667",Estádio Municipal Irmão Gino Maria Rossi,,,945.0,25000.0,,Estádio Municipal Irmão Gino Maria Rossi,73.15
"-7.758056, -37.631667",Q10277473,,,,,,Q10277473,0
"18.574745, 73.760984",Shree Shiv Chhatrapati Sports Complex,,,832.0,22000.0,,Shree Shiv Chhatrapati Sports Complex,64.372
"-41.320278, 174.7825",Newtown Park,,,189.0,5000.0,,Newtown Park,11.55
"59.457636, 24.817793",Maarjamäe Soccer Stadium,Estonia,Eesti,,,EE,Maarjamäe Soccer Stadium,0
"-5.6496, -35.45917",Barrettão,,,,,,Barrettão,0
"59.973292, 23.442829",Q18662238,Finland,Helsinki-Uusimaa,45.0,1200.0,FI,Q18662238,2.31
"34.983509, 33.77891",Ormideia Community Stadium,Cyprus,Kýpros,,,CY,Ormideia Community Stadium,0
"35.032426, 33.916338",Frenaros Community Stadium,Cyprus,Kýpros,,,CY,Frenaros Community Stadium,0
"31.93925, 34.893166666",Lod Municipal Stadium,,,113.0,3000.0,,Lod Municipal Stadium,5.775
"36.116667, 6.0",Lahoua Smaïl Stadium,,,340.0,9000.0,,Lahoua Smaïl Stadium,20.79
"36.536527777, 52.676083333",Hafte Tir Stadium (Babol),,,,,,Hafte Tir Stadium (Babol),0
"34.676552, 33.03405",AEK Katholiki Ground,Cyprus,Kýpros,,,CY,AEK Katholiki Ground,0
"34.676552, 33.03405",AEK Katholiki Ground,Cyprus,Kýpros,,,CY,AEK Katholiki Ground,0
"45.8279, 4.9875",Stade du Forum,France,Rhône-Alpes,19.0,500.0,FR,Stade du Forum,0.9625
"35.10828, 33.193331",Doxa Paliometochou Stadium,Cyprus,Kýpros,,,CY,Doxa Paliometochou Stadium,0
"35.052893, 33.234353",Ergates Community Stadium,Cyprus,Kýpros,,,CY,Ergates Community Stadium,0
"40.66158, 22.91308",Sports Park Evosmos,Greece,Central Macedonia,,,Greece,Sports Park Evosmos,0
"47.84186111, 25.90361111",Stadionul Municipal,Romania,Nord-Est,,,RO,Stadionul Municipal,0
"35.08366752, 33.28889357",Leventio Stadium,Cyprus,Kýpros,,,CY,Leventio Stadium,0
"42.51658, -8.76005",Q115903446,Spain,Galicia,,,ES,Q115903446,0
"40.582880949, 22.947208355",Kalamaria Municipal Indoor Sports Hall,,,23.0,600.0,,Kalamaria Municipal Indoor Sports Hall,1.155
"49.980858, 36.261703",Metalist Stadium,,,1512.0,40003.0,,Metalist Stadium,154.012
"29.623865, 52.556062",Hafezieh Stadium,,,529.0,14000.0,,Hafezieh Stadium,32.34
"9.013306, 38.756417",Addis Ababa Stadium,,,1323.0,35000.0,,Addis Ababa Stadium,102.41
"40.634133, 15.804317",Stadio Alfredo Viviani,Italy,Basilicata,227.0,6000.0,IT,Stadio Alfredo Viviani,13.86
"39.0953, 121.7191",Dalian Jinzhou Stadium,,,1172.0,31000.0,,Dalian Jinzhou Stadium,90.706
"6.49944, 3.36083",Teslim Balogun Stadium,,,919.0,24325.0,,Teslim Balogun Stadium,71.1749
"18.535861111, -72.342583333",Stade Sylvio Cator,,,397.0,10500.0,,Stade Sylvio Cator,24.255
"22.267434, 114.249063",Siu Sai Wan Sports Ground,,,454.0,12000.0,,Siu Sai Wan Sports Ground,27.72
"42.476389, 1.487667",Estadi Comunal d'Aixovall,,,38.0,1000.0,,Estadi Comunal d'Aixovall,1.925
"48.0976, 16.3109",Datenpol Arena,Austria,Niederösterreich,454.0,12000.0,AT,Datenpol Arena,27.72
"54.990633, -7.336",Brandywell Stadium,,,238.0,6300.0,,Brandywell Stadium,14.553
"-23.526833, -46.568469",Estádio Parque São Jorge,,,528.0,13969.0,,Estádio Parque São Jorge,32.2684
"15.118333, 105.816389",Champasak Stadium,,,416.0,11000.0,,Champasak Stadium,25.41
"41.6484, -72.7727",Veterans Stadium,,,321.0,8500.0,,Veterans Stadium,19.635
"42.749167, 13.954722",Stadio Rubens Fadini,Italy,Abruzzo,164.0,4347.0,IT,Stadio Rubens Fadini,8.36797
"8.556389, -71.216667",Estadio Metropolitano de Mérida,,,1595.0,42200.0,,Estadio Metropolitano de Mérida,162.47
"8.576805555, -71.165805555",Estadio Guillermo Soto Rosa,,,529.0,14000.0,,Estadio Guillermo Soto Rosa,32.34
"10.405534, -75.498237",Estadio Jaime Morón León,,,607.0,16068.0,,Estadio Jaime Morón León,47.015
"10.491278, -66.885492",Estadio Olímpico,,,941.0,24900.0,,Estadio Olímpico,72.8574
"7.787166666, -72.197944444",Estadio Polideportivo de Pueblo Nuevo,,,1607.0,42500.0,,Estadio Polideportivo de Pueblo Nuevo,163.625
"18.42, -70.11","Estadio Panamericano, San Cristóbal",,,106.0,2800.0,,"Estadio Panamericano, San Cristóbal",5.39
"18.42, -70.11","Estadio Panamericano, San Cristóbal",,,113.0,3000.0,,"Estadio Panamericano, San Cristóbal",5.39
"58.374672, 24.503461",Pärnu Rannastaadion,Estonia,Eesti,57.0,1501.0,EE,Pärnu Rannastaadion,2.88943
"4.174083333, 73.513083333",Galolhu National Stadium,,,491.0,13000.0,,Galolhu National Stadium,30.03
"4.1684, 73.5368",Galolhu National Stadium,,,491.0,13000.0,,Galolhu National Stadium,30.03
"-17.7339, 168.337",Korman Stadium,,,246.0,6500.0,,Korman Stadium,15.015
"-17.7339, 168.337",Korman Stadium,,,246.0,6500.0,,Korman Stadium,15.015
"7.39638889, 3.88583333",Lekan Salami Stadium,,,680.0,18000.0,,Lekan Salami Stadium,52.668
"36.801055, 3.048111",Omar Hamadi Stadium,,,643.0,17000.0,,Omar Hamadi Stadium,49.742
"18.06156, -63.09191",Stade Alberic Richards,France,Guadeloupe,98.0,2600.0,FR,Stade Alberic Richards,5.005
"-33.94, 18.87361111",Danie Craven Stadium,,,643.0,17000.0,,Danie Craven Stadium,49.742
"34.615339, 135.516572",Yodoko Sakura Stadium,,,775.0,20500.0,,Yodoko Sakura Stadium,59.983
"32.475555555, -93.791944444",Independence Stadium,,,1868.0,49427.0,,Independence Stadium,190.294
"35.494722222, -97.541388888",Oklahoma City University,,,,,,Oklahoma City University,0
"12.968866, 77.611585",Bengaluru Football Stadium,,,567.0,15000.0,,Bengaluru Football Stadium,43.89
"36.144166666, -86.808888888",FirstBank Stadium,,,1533.0,40550.0,,FirstBank Stadium,156.118
"37.0743, 15.2913",Stadio Nicola De Simone,,,225.0,5946.0,,Stadio Nicola De Simone,13.7353
"39.31, 16.2308",Stadio San Vito,Italy,Calabria,793.0,20987.0,IT,Stadio San Vito,61.408
"18.839722, 98.959444",700th Anniversary Stadium,,,945.0,25000.0,,700th Anniversary Stadium,73.15
"33.316641, 44.365014",Al Karkh Stadium,,,227.0,6000.0,,Al Karkh Stadium,13.86
"30.6452, -96.3696",Travis Field,,,,,,Travis Field,0
"37.319314, 126.818766",Ansan Wa Stadium,,,1323.0,35000.0,,Ansan Wa Stadium,102.41
"26.4589, -80.0989",Atlantic Community High School,,,,,,Atlantic Community High School,0
"10.482778, -66.941667",Brígido Iriarte Stadium,,,378.0,10000.0,,Brígido Iriarte Stadium,23.1
"-2.499734, 32.899772",CCM Kirumba Stadium,,,1323.0,35000.0,,CCM Kirumba Stadium,102.41
"-29.910398, 30.877311",Chatsworth Stadium,,,832.0,22000.0,,Chatsworth Stadium,64.372
"-33.94, 18.87",Coetzenburg Stadium,,,529.0,14000.0,,Coetzenburg Stadium,32.34
"46.748552, -92.158524",Denfeld High School,,,,,,Denfeld High School,0
"43.23572, 26.5726",Dimitar Burkov Stadium,Bulgaria,Severoiztochen,189.0,5000.0,BG,Dimitar Burkov Stadium,11.55
"36.035427, -78.903165",Durham County Stadium,,,302.0,8000.0,,Durham County Stadium,18.48
"31.766389, -106.443056",El Paso County Coliseum,,,198.0,5250.0,,El Paso County Coliseum,12.1275
"-2.740438888, -78.843611111",Estadio Jorge Andrade,,,567.0,15000.0,,Estadio Jorge Andrade,43.89
"9.035267, -69.765814",Estadio Rafael Calles Pinto,,,491.0,13000.0,,Estadio Rafael Calles Pinto,30.03
"43.7756, -79.4467",Esther Shiner Stadium,,,113.0,3000.0,,Esther Shiner Stadium,5.775
"-12.75557237, 15.762489083",Estádio dos Kuricutelas,,,378.0,10000.0,,Estádio dos Kuricutelas,23.1
"35.859947, 129.212235",Gyeongju Civic Stadium,,,461.0,12199.0,,Gyeongju Civic Stadium,28.1797
"32.533180555, 35.155788888",HaShalom Stadium,,,219.0,5800.0,,HaShalom Stadium,13.398
"5.372777777, 103.106388888",Sultan Ismail Nasiruddin Shah Stadium,,,567.0,15000.0,,Sultan Ismail Nasiruddin Shah Stadium,43.89
"13.08555556, 80.27166667",Jawaharlal Nehru Stadium Chennai,,,1512.0,40000.0,,Jawaharlal Nehru Stadium Chennai,154
"-25.4649, 31.1819",KaNyamazane Stadium,,,567.0,15000.0,,KaNyamazane Stadium,43.89
"32.181115, 34.927071",Levita Stadium,,,219.0,5800.0,,Levita Stadium,13.398
"55.57611111, 12.93555556",Limhamns IP,,,,,,Limhamns IP,0
"35.5866, -82.5479","Memorial Stadium, Asheville",,,189.0,5000.0,,"Memorial Stadium, Asheville",11.55
"35.769167, 139.707778",Nishigaoka Soccer Stadium,,,369.0,9750.0,,Nishigaoka Soccer Stadium,22.5225
"65.745122, -19.645743",Sauðárkróksvöllur,Iceland,Ísland,95.0,2500.0,IS,Sauðárkróksvöllur,4.8125
"41.6164, -83.7047",Springfield Local High School,,,,,,Springfield Local High School,0
"45.408333, 23.3675",Stadionul Petre Libardi,Romania,Vest,586.0,15500.0,RO,Stadionul Petre Libardi,45.353
"45.420722, 28.023681",Nicolae Rainea Stadium,Romania,Sud-Est,869.0,23000.0,RO,Nicolae Rainea Stadium,67.298
"-29.769444, 30.885556",Sugar Ray Xulu Stadium,,,246.0,6500.0,,Sugar Ray Xulu Stadium,15.015
"59.5172, 17.9217",Vilundavallen,Sweden,Stockholm,136.0,3600.0,SE,Vilundavallen,6.93
"54.976122, -7.278392",Riverside Stadium,,,118.0,3110.0,,Riverside Stadium,5.98675
"9.946111111, -84.056666666","Estadio José Joaquín ""Coyella"" Fonseca",,,159.0,4200.0,,"Estadio José Joaquín ""Coyella"" Fonseca",8.085
"-11.480183, -37.753872",Q9255256,,,76.0,2000.0,,Q9255256,3.85
"-15.827928, -48.110333",Q9255342,,,189.0,5000.0,,Q9255342,11.55
"23.081216666, 113.2736127",Yanzigang Stadium,,,,,,Yanzigang Stadium,0
"24.76733611, 90.38984444",Mymensingh Stadium,,,454.0,12000.0,,Mymensingh Stadium,27.72
"14.9272, 102.05",80th Birthday Stadium,,,761.0,20141.0,,80th Birthday Stadium,58.9326
"-14.781595, -71.41425",Q16564684,,,454.0,12000.0,,Q16564684,27.72
"46.5495, 15.6357",Tabor Hall,Slovenia,Vzhodna Slovenija,144.0,3800.0,SI,Tabor Hall,7.315
"55.9209, -2.9308",Hibernian Training Centre,,,,,,Hibernian Training Centre,0
"-17.730833, 168.315833",Port Vila Municipal Stadium,,,378.0,10000.0,,Port Vila Municipal Stadium,23.1
"-17.730833, 168.315833",Port Vila Municipal Stadium,,,378.0,10000.0,,Port Vila Municipal Stadium,23.1
"8.945902777, -79.549486111",Estadio Maracaná,,,,,,Estadio Maracaná,0
"32.1493, -95.3301",Brook Hill School,,,,,,Brook Hill School,0
"7.81981667, -72.44685278",Q21007127,,,,,,Q21007127,0
"23.165, 79.927",Ravishankar Shukla Stadium,,,567.0,15000.0,,Ravishankar Shukla Stadium,43.89
"42.072555555, 19.526416666",Reshit Rusi Stadium,AL,Veri,,,AL,Reshit Rusi Stadium,0
"58.535, 31.2933333",Q25396591,,,,,,Q25396591,0
"-1.380847, 120.760406",Kasintuwu Stadium,,,,,,Kasintuwu Stadium,0
"45.827062, 4.978608",Stade de la Soie,France,Rhône-Alpes,,,FR,Stade de la Soie,0
"-19.533333333, 169.269444444",Lamenu Stadium,,,,,,Lamenu Stadium,0
"24.83372868, 56.059356911",Masfut Club Stadium,,,,,,Masfut Club Stadium,0
"25.48096, 55.51471",Al Hamriya Sports Club Stadium,,,,,,Al Hamriya Sports Club Stadium,0
"-7.623744, 15.057972",Estádio 4 de Janeiro,,,454.0,12000.0,,Estádio 4 de Janeiro,27.72
"-7.623744, 15.057972",Estádio 4 de Janeiro,,,454.0,12000.0,,Estádio 4 de Janeiro,27.72
"41.327508, -1.785535",San Blas football field,Spain,Aragón,,,ES,San Blas football field,0
"61.5623, -6.8521",Við Stórá,,,,,,Við Stórá,0
"51.344422, 12.341954",Cottaweg,Germany,Leipzig,,,DE,Cottaweg,0
"51.270816, 12.37273",Sportpark Camillo Ugi,Germany,Leipzig,87.0,2300.0,DE,Sportpark Camillo Ugi,4.4275
"29.623865, 52.556062",Hafezieh Stadium,,,529.0,14000.0,,Hafezieh Stadium,32.34
"48.84145, 2.25305",Parc des Princes,France,Ile-de-France,1812.0,47930.0,FR,Parc des Princes,184.53
"51.345833, 12.348056",Red Bull Arena,Germany,Leipzig,1588.0,42000.0,DE,Red Bull Arena,161.7
"18.426388888, -64.620833333",A.O. Shirley Recreation Ground,,,113.0,3000.0,,A.O. Shirley Recreation Ground,5.775
"17.12235556, -61.83903056",Antigua Recreation Ground,,,340.0,9000.0,,Antigua Recreation Ground,20.79
"25.049444, 121.551111",Taipei Municipal Stadium,,,756.0,20000.0,,Taipei Municipal Stadium,58.52
"27.471417, 89.641056",Changlimithang Stadium,,,945.0,25000.0,,Changlimithang Stadium,73.15
"42.680833, -2.935556",Estadio Municipal de Anduva,Spain,Castilla y León,227.0,6000.0,ES,Estadio Municipal de Anduva,13.86
"31.75305, -106.467814",Estadio Olímpico Benito Juárez,,,843.0,22300.0,,Estadio Olímpico Benito Juárez,65.2498
"47.90214444, 106.91625",National Sports Stadium,,,756.0,20000.0,,National Sports Stadium,58.52
"47.902211, 106.916236",National Sports Stadium,,,756.0,20000.0,,National Sports Stadium,58.52
"31.66571, 34.569479",Sala Stadium,,,198.0,5250.0,,Sala Stadium,12.1275
"17.29861111, -62.72194444",Warner Park Sporting Complex,,,378.0,10000.0,,Warner Park Sporting Complex,23.1
"21.029722, 105.833056",Hàng Đẫy Stadium,,,832.0,22000.0,,Hàng Đẫy Stadium,64.372
"22.766778, -102.549278",Estadio Olímpico Carlos Vega Villalba,,,680.0,18000.0,,Estadio Olímpico Carlos Vega Villalba,52.668
"39.528131, -119.808633",Greater Nevada Field,,,344.0,9100.0,,Greater Nevada Field,21.021
"43.293199, 5.56236",Q3495974,France,Provence-Alpes-Côte d’Azur,38.0,1000.0,FR,Q3495974,1.925
"43.848056, 25.963056",Gradski Stadium,Bulgaria,Severen tsentralen,754.0,19960.0,BG,Gradski Stadium,58.403
"14.556667, 100.905",Saraburi Stadium,,,227.0,6000.0,,Saraburi Stadium,13.86
"0.34720833, 32.65888889",Mandela National Stadium,,,1709.0,45202.0,,Mandela National Stadium,174.028
"43.276667, 26.944167",Panayot Volov Stadium,Bulgaria,Severoiztochen,454.0,12000.0,BG,Panayot Volov Stadium,27.72
"-26.206486, 28.008838",Arthur Block Park,,,,,,Arthur Block Park,0
"42.490278, 27.453056",Chernomorets Stadium,Bulgaria,Yugoiztochen,832.0,22000.0,BG,Chernomorets Stadium,64.372
"10.080278, -69.329167",Estadio Farid Richa,,,472.0,12480.0,,Estadio Farid Richa,28.8288
"25.130122222, 56.343480555",Fujairah Club Stadium,,,189.0,5000.0,,Fujairah Club Stadium,11.55
"17.446241, 78.344214",G. M. C. Balayogi Athletic Stadium,,,1512.0,40000.0,,G. M. C. Balayogi Athletic Stadium,154
"17.446783, 78.344697",G. M. C. Balayogi Athletic Stadium,,,1512.0,40000.0,,G. M. C. Balayogi Athletic Stadium,154
"34.681224, 33.053629",GSO Stadium,Cyprus,Kýpros,,,CY,GSO Stadium,0
"34.681224, 33.053629",GSO Stadium,Cyprus,Kýpros,,,CY,GSO Stadium,0
"32.186536, 34.872503",Karnei Oren Memorial Field,,,95.0,2500.0,,Karnei Oren Memorial Field,4.8125
"-29.971389, 30.9",King Zwelithini Stadium,,,378.0,10000.0,,King Zwelithini Stadium,23.1
"49.42055556, 26.99555556",Sport Complex Podillia,,,397.0,10500.0,,Sport Complex Podillia,24.255
"53.134722, -4.2675",The Oval,,,113.0,3000.0,,The Oval,5.775
"26.180556, 91.758","Nehru Stadium, Guwahati",,,,,,"Nehru Stadium, Guwahati",0
"34.640445, 33.00602",Zakaki Community Stadium,Cyprus,Kýpros,,,CY,Zakaki Community Stadium,0
"35.000674, 33.894013",Liopetri Community Stadium,Cyprus,Kýpros,,,CY,Liopetri Community Stadium,0
"35.007436, 33.755069",Xylotymvou Community Stadium,Cyprus,Kýpros,,,CY,Xylotymvou Community Stadium,0
"35.07385, 33.880476",Olympos Acheritou Stadium,Cyprus,Kýpros,,,CY,Olympos Acheritou Stadium,0
"34.950555555, 33.305277777",Anagennisi Lythrodonta Ground,Cyprus,Kýpros,,,CY,Anagennisi Lythrodonta Ground,0
"-5.562201, -80.822919",Q21573905,,,,,,Q21573905,0
"19.539361111, -71.725833333",Parc Notre-Dame,,,38.0,1000.0,,Parc Notre-Dame,1.925
"16.875371, 99.138857",Tak Provincial Administrative Organization Stadium,,,,,,Tak Provincial Administrative Organization Stadium,0
"34.919406, 32.477975",Giolou Community Stadium,Cyprus,Kýpros,,,CY,Giolou Community Stadium,0
"34.665589, 32.91082",Episkopi Community Stadium,Cyprus,Kýpros,,,CY,Episkopi Community Stadium,0
"34.692429, 33.006556",Peace and Friendship Municipal Stadium,Cyprus,Kýpros,,,CY,Peace and Friendship Municipal Stadium,0
